Customer ID,Gender,Age,Subscription Type,Monthly Charge,Tenure Months,Avg Monthly Watch Hours,Days Since Last Login,Profile Count,Devices Registered,Support Tickets,Churn
OTT-003987,Female,49,Premium,22.99,34,16.5,6,1,1,0,0
OTT-003988,Male,28,Premium,22.99,9,84.1,10,1,4,1,0
OTT-003989,Male,60,Standard,15.49,52,33.2,2,3,3,1,0
OTT-003990,Male,68,Basic,9.99,4,3.3,1,5,5,0,0
OTT-003991,Male,68,Standard,15.49,14,58.0,10,3,5,2,1
OTT-003992,Male,65,Basic,9.99,17,1.0,2,5,5,2,1
OTT-003993,Male,31,Standard,15.49,29,46.1,1,5,5,0,0
OTT-003994,Male,68,Premium,22.99,26,32.2,4,2,4,1,0
OTT-003995,Female,47,Basic,9.99,35,41.6,6,1,1,0,0
OTT-003996,Male,45,Basic,9.99,42,75.2,5,1,3,0,0
OTT-003997,Female,37,Basic,9.99,54,5.7,7,5,4,1,1
OTT-003998,Male,25,Basic,9.99,23,52.4,1,5,4,1,0
OTT-003999,Female,27,Basic,9.99,37,2.4,27,2,4,0,1
OTT-004000,Female,34,Basic,9.99,38,1.0,24,4,3,1,0
OTT-004001,Male,63,Basic,9.99,19,6.7,0,5,5,0,0
OTT-004002,Male,47,Standard,15.49,39,51.9,1,2,2,1,0
OTT-004003,Male,66,Premium,22.99,23,79.2,0,3,2,3,0
OTT-004004,Female,60,Premium,22.99,20,32.2,4,5,4,1,0
OTT-004005,Female,67,Premium,22.99,14,32.3,2,1,1,0,0
OTT-004006,Female,30,Standard,15.49,56,50.3,3,3,3,2,0
OTT-004007,Male,43,Standard,15.49,44,5.4,24,2,1,0,1
OTT-004008,Female,18,Basic,9.99,9,5.7,19,3,3,0,1
OTT-004009,Male,68,Basic,9.99,38,62.1,44,5,1,1,1
OTT-004010,Female,18,Standard,15.49,11,57.1,10,1,2,0,0
OTT-004011,Male,61,Standard,15.49,12,84.8,15,5,2,0,0
OTT-004012,Male,22,Basic,9.99,31,34.1,22,2,1,0,0
OTT-004013,Female,27,Basic,9.99,54,27.4,11,5,5,0,0
OTT-004014,Male,24,Premium,22.99,57,41.4,3,2,5,0,0
OTT-004015,Female,19,Standard,15.49,18,45.0,27,2,1,0,0
OTT-004016,Male,59,Basic,9.99,29,58.5,6,2,2,0,0
OTT-004017,Male,57,Premium,22.99,17,65.7,13,4,2,0,0
OTT-004018,Female,26,Basic,9.99,6,32.4,0,3,5,0,0
OTT-004019,Male,61,Standard,15.49,7,29.9,11,5,1,0,0
OTT-004020,Female,36,Standard,15.49,45,49.8,6,2,1,0,0
OTT-004021,Male,47,Standard,15.49,9,47.7,15,4,3,1,1
OTT-004022,Female,34,Basic,9.99,33,42.6,0,5,1,0,0
OTT-004023,Male,33,Standard,15.49,41,70.4,26,1,4,0,0
OTT-004024,Female,40,Basic,9.99,22,5.9,15,2,2,0,0
OTT-004025,Female,58,Basic,9.99,51,59.4,4,1,5,2,0
OTT-004026,Male,31,Basic,9.99,11,43.0,0,1,4,0,0
OTT-004027,Male,62,Premium,22.99,18,72.3,11,4,5,0,0
OTT-004028,Male,60,Basic,9.99,8,63.7,0,1,1,0,0
OTT-004029,Male,56,Basic,9.99,18,28.3,3,4,4,0,0
OTT-004030,Male,22,Basic,9.99,46,92.4,11,5,1,0,0
OTT-004031,Female,21,Basic,9.99,40,50.7,0,3,3,0,0
OTT-004032,Female,25,Basic,9.99,16,1.0,16,1,1,1,1
OTT-004033,Female,53,Basic,9.99,18,41.1,3,4,5,1,0
OTT-004034,Female,32,Standard,15.49,53,33.3,6,1,5,0,0
OTT-004035,Female,29,Standard,15.49,30,30.1,8,2,4,0,0
OTT-004036,Female,28,Premium,22.99,18,58.8,2,1,1,1,0
OTT-004037,Male,65,Premium,22.99,28,58.2,12,5,1,0,0
OTT-004038,Female,65,Premium,22.99,45,35.7,10,1,3,1,0
OTT-004039,Male,29,Basic,9.99,22,40.8,66,5,1,2,1
OTT-004040,Male,56,Basic,9.99,14,45.8,1,2,4,1,0
OTT-004041,Female,46,Basic,9.99,42,48.1,1,3,4,2,0
OTT-004042,Female,58,Standard,15.49,30,69.6,4,1,1,1,0
OTT-004043,Female,65,Basic,9.99,1,60.7,3,5,1,1,0
OTT-004044,Male,60,Standard,15.49,5,15.0,8,3,2,1,1
OTT-004045,Male,23,Basic,9.99,16,16.5,5,1,3,2,0
OTT-004046,Male,30,Basic,9.99,22,11.3,10,3,5,1,1
OTT-004047,Female,55,Basic,9.99,59,30.8,24,5,1,0,0
OTT-004048,Female,62,Premium,22.99,12,78.4,32,5,4,0,0
OTT-004049,Male,22,Basic,9.99,11,65.2,3,4,2,0,0
OTT-004050,Male,69,Basic,9.99,43,31.3,20,1,4,1,0
OTT-004051,Female,55,Standard,15.49,57,1.0,11,1,3,0,0
OTT-004052,Male,31,Basic,9.99,37,51.8,1,1,4,0,0
OTT-004053,Female,37,Premium,22.99,53,53.0,5,2,4,1,0
OTT-004054,Male,49,Standard,15.49,50,58.3,18,4,2,1,0
OTT-004055,Male,25,Standard,15.49,40,23.8,12,5,2,0,0
OTT-004056,Female,39,Premium,22.99,58,52.8,59,3,3,0,0
OTT-004057,Female,37,Premium,22.99,32,62.1,15,3,2,0,0
OTT-004058,Male,37,Standard,15.49,43,15.3,19,2,4,0,0
OTT-004059,Male,24,Basic,9.99,2,42.2,7,1,4,1,0
OTT-004060,Female,41,Standard,15.49,14,28.5,0,3,1,2,0
OTT-004061,Female,62,Standard,15.49,59,42.7,11,4,1,1,0
OTT-004062,Female,53,Basic,9.99,45,6.3,14,3,4,1,0
OTT-004063,Female,29,Premium,22.99,27,100.3,1,1,3,0,0
OTT-004064,Female,57,Basic,9.99,7,51.2,4,1,3,1,0
OTT-004065,Male,33,Standard,15.49,43,57.6,8,3,1,0,0
OTT-004066,Male,57,Basic,9.99,29,70.0,18,2,2,0,0
OTT-004067,Male,42,Premium,22.99,54,39.5,14,3,4,0,0
OTT-004068,Female,47,Premium,22.99,48,48.1,8,1,3,1,0
OTT-004069,Male,26,Premium,22.99,56,36.3,3,1,4,0,0
OTT-004070,Male,37,Standard,15.49,42,23.3,18,1,4,1,0
OTT-004071,Male,39,Premium,22.99,33,46.5,38,1,1,1,1
OTT-004072,Male,54,Premium,22.99,28,78.2,6,4,1,1,0
OTT-004073,Female,62,Basic,9.99,51,40.6,7,4,5,0,0
OTT-004074,Female,37,Standard,15.49,40,79.1,1,3,5,0,0
OTT-004075,Male,41,Basic,9.99,55,33.9,5,5,5,1,0
OTT-004076,Female,51,Premium,22.99,9,46.1,5,1,3,1,0
OTT-004077,Male,59,Basic,9.99,27,57.9,35,2,2,0,0
OTT-004078,Female,52,Basic,9.99,11,53.4,20,3,4,0,0
OTT-004079,Female,38,Standard,15.49,3,41.5,31,3,2,2,1
OTT-004080,Female,23,Standard,15.49,58,7.9,13,1,1,0,1
OTT-004081,Male,55,Standard,15.49,52,41.7,12,2,2,1,0
OTT-004082,Male,51,Standard,15.49,10,83.1,5,4,2,1,0
OTT-004083,Female,47,Standard,15.49,5,5.8,10,3,3,2,1
OTT-004084,Female,58,Standard,15.49,57,71.5,8,5,1,0,0
OTT-004085,Female,48,Premium,22.99,36,26.2,13,5,3,0,0
OTT-004086,Male,34,Basic,9.99,16,22.2,6,1,4,0,1
OTT-004087,Male,39,Basic,9.99,7,17.1,2,2,5,1,0
OTT-004088,Female,21,Premium,22.99,36,14.6,0,5,5,0,0
OTT-004089,Female,65,Standard,15.49,48,59.3,33,2,3,0,0
OTT-004090,Male,49,Basic,9.99,51,19.0,8,5,3,0,0
OTT-004091,Female,28,Premium,22.99,31,4.5,1,2,1,0,1
OTT-004092,Female,19,Basic,9.99,54,32.8,13,4,1,0,0
OTT-004093,Female,31,Basic,9.99,35,18.8,0,5,4,0,0
OTT-004094,Female,49,Basic,9.99,9,35.1,28,4,3,1,0
OTT-004095,Male,37,Premium,22.99,31,52.8,6,2,1,2,0
OTT-004096,Female,47,Standard,15.49,45,63.0,6,1,3,2,0
OTT-004097,Female,34,Basic,9.99,22,38.0,6,1,1,1,0
OTT-004098,Male,39,Standard,15.49,25,65.6,12,2,2,0,0
OTT-004099,Male,43,Standard,15.49,8,37.9,6,4,1,0,0
OTT-004100,Female,62,Standard,15.49,44,63.3,17,3,4,1,0
OTT-004101,Female,18,Basic,9.99,2,64.8,2,3,2,0,0
OTT-004102,Male,22,Basic,9.99,51,62.0,24,3,5,2,0
OTT-004103,Female,36,Basic,9.99,59,55.6,10,3,3,1,0
OTT-004104,Female,58,Basic,9.99,39,8.5,10,1,1,1,1
OTT-004105,Female,39,Basic,9.99,51,53.3,37,2,2,0,0
OTT-004106,Female,30,Standard,15.49,12,30.2,2,2,4,0,0
OTT-004107,Female,31,Premium,22.99,11,23.4,3,4,5,0,0
OTT-004108,Female,58,Basic,9.99,41,25.5,25,3,5,2,1
OTT-004109,Male,36,Basic,9.99,21,51.4,6,2,4,1,0
OTT-004110,Female,31,Standard,15.49,51,77.4,27,1,5,0,0
OTT-004111,Male,56,Standard,15.49,32,34.8,23,5,5,1,0
OTT-004112,Female,31,Basic,9.99,3,74.4,10,3,4,0,0
OTT-004113,Female,59,Standard,15.49,13,29.9,14,5,3,3,0
OTT-004114,Male,57,Premium,22.99,33,85.5,9,3,1,1,0
OTT-004115,Female,69,Premium,22.99,35,35.4,10,3,1,0,0
OTT-004116,Male,42,Standard,15.49,49,33.2,13,1,5,2,0
OTT-004117,Male,47,Standard,15.49,14,36.2,25,5,1,0,0
OTT-004118,Male,55,Premium,22.99,1,19.7,0,2,2,0,0
OTT-004119,Male,48,Standard,15.49,38,49.8,2,3,4,1,0
OTT-004120,Male,47,Standard,15.49,48,71.0,5,5,4,0,0
OTT-004121,Male,57,Standard,15.49,31,10.4,1,5,4,0,0
OTT-004122,Male,29,Premium,22.99,26,79.1,11,2,1,0,0
OTT-004123,Male,23,Standard,15.49,17,4.2,3,3,5,0,0
OTT-004124,Female,64,Standard,15.49,46,48.8,28,4,2,1,0
OTT-004125,Female,35,Basic,9.99,29,36.3,1,3,3,0,0
OTT-004126,Male,29,Standard,15.49,43,49.1,0,1,5,0,0
OTT-004127,Male,19,Standard,15.49,14,40.4,6,4,5,0,0
OTT-004128,Male,52,Basic,9.99,56,59.6,2,3,4,0,0
OTT-004129,Male,55,Basic,9.99,57,23.4,15,3,1,1,0
OTT-004130,Male,52,Premium,22.99,56,87.0,8,3,5,0,0
OTT-004131,Female,34,Basic,9.99,5,39.0,3,1,2,0,0
OTT-004132,Male,57,Premium,22.99,24,31.5,13,1,1,0,1
OTT-004133,Female,40,Basic,9.99,34,72.0,20,1,5,0,0
OTT-004134,Female,34,Premium,22.99,18,32.1,7,5,1,0,0
OTT-004135,Male,20,Standard,15.49,3,37.4,17,5,5,2,1
OTT-004136,Female,20,Standard,15.49,43,53.6,3,3,1,0,0
OTT-004137,Female,28,Basic,9.99,22,109.0,5,4,4,1,0
OTT-004138,Female,32,Basic,9.99,28,28.4,1,3,1,1,0
OTT-004139,Male,66,Premium,22.99,21,22.7,0,5,2,1,0
OTT-004140,Male,30,Standard,15.49,54,59.3,32,2,5,2,0
OTT-004141,Male,21,Premium,22.99,2,38.3,3,1,3,0,0
OTT-004142,Male,19,Basic,9.99,10,1.0,1,1,3,0,0
OTT-004143,Female,18,Standard,15.49,9,106.2,6,4,4,2,0
OTT-004144,Female,52,Premium,22.99,8,62.2,22,5,1,2,1
OTT-004145,Female,66,Standard,15.49,25,35.5,6,4,2,0,0
OTT-004146,Female,59,Standard,15.49,3,20.4,2,1,2,0,0
OTT-004147,Male,39,Standard,15.49,33,17.8,5,5,1,0,0
OTT-004148,Male,30,Standard,15.49,1,56.7,1,5,3,0,0
OTT-004149,Male,44,Basic,9.99,37,72.9,44,4,2,0,0
OTT-004150,Female,48,Standard,15.49,53,45.2,12,2,3,1,0
OTT-004151,Male,40,Standard,15.49,14,47.8,3,2,4,1,0
OTT-004152,Male,26,Basic,9.99,1,53.2,28,2,5,1,0
OTT-004153,Male,37,Basic,9.99,11,52.7,3,2,3,3,0
OTT-004154,Male,67,Basic,9.99,41,77.6,11,4,2,0,0
OTT-004155,Male,26,Standard,15.49,47,20.8,16,3,4,0,0
OTT-004156,Female,26,Standard,15.49,3,74.5,0,4,2,0,0
OTT-004157,Male,34,Standard,15.49,28,10.2,11,3,4,0,0
OTT-004158,Male,24,Premium,22.99,5,30.2,2,2,3,1,0
OTT-004159,Male,65,Standard,15.49,49,27.7,7,1,1,0,0
OTT-004160,Female,45,Basic,9.99,45,15.6,7,1,2,1,0
OTT-004161,Female,42,Standard,15.49,13,15.4,3,5,1,0,1
OTT-004162,Female,51,Premium,22.99,18,41.4,7,2,4,0,0
OTT-004163,Female,55,Basic,9.99,20,44.0,15,4,1,0,0
OTT-004164,Male,50,Standard,15.49,19,69.0,4,3,1,0,0
OTT-004165,Female,40,Basic,9.99,19,13.2,0,5,2,0,0
OTT-004166,Male,24,Basic,9.99,21,45.1,20,1,2,0,0
OTT-004167,Male,52,Standard,15.49,35,52.8,2,4,3,0,0
OTT-004168,Male,60,Standard,15.49,31,30.4,1,1,3,0,0
OTT-004169,Female,19,Basic,9.99,53,25.7,0,1,2,1,0
OTT-004170,Male,61,Standard,15.49,30,63.2,17,5,4,1,0
OTT-004171,Female,51,Basic,9.99,13,68.9,16,4,3,0,0
OTT-004172,Female,20,Standard,15.49,43,54.3,17,3,3,1,0
OTT-004173,Male,45,Standard,15.49,4,40.7,12,1,1,0,0
OTT-004174,Male,56,Basic,9.99,17,64.5,0,5,1,2,0
OTT-004175,Female,19,Basic,9.99,27,55.4,7,5,1,0,0
OTT-004176,Male,62,Basic,9.99,56,34.3,6,1,1,0,0
OTT-004177,Male,33,Standard,15.49,59,28.2,1,2,1,0,0
OTT-004178,Female,55,Standard,15.49,23,19.9,8,4,5,0,0
OTT-004179,Female,54,Premium,22.99,41,1.0,8,5,1,1,1
OTT-004180,Female,64,Standard,15.49,28,48.3,16,3,3,1,0
OTT-004181,Male,18,Standard,15.49,49,88.7,11,2,2,0,0
OTT-004182,Male,45,Standard,15.49,22,36.8,7,1,2,0,0
OTT-004183,Male,41,Standard,15.49,52,63.3,34,1,3,0,0
OTT-004184,Male,47,Basic,9.99,23,59.3,7,5,3,0,0
OTT-004185,Female,21,Standard,15.49,5,27.1,16,5,1,1,1
OTT-004186,Male,40,Basic,9.99,21,31.5,7,4,1,2,0
OTT-004187,Female,55,Basic,9.99,52,18.6,26,2,1,0,0
OTT-004188,Female,58,Standard,15.49,50,23.1,4,2,4,0,0
OTT-004189,Male,42,Standard,15.49,6,28.1,0,1,3,0,0
OTT-004190,Male,60,Standard,15.49,23,21.1,9,4,1,1,0
OTT-004191,Male,61,Basic,9.99,13,53.2,4,5,4,1,0
OTT-004192,Female,46,Premium,22.99,42,39.1,2,3,5,2,0
OTT-004193,Male,34,Basic,9.99,4,33.7,18,4,5,1,0
OTT-004194,Male,57,Premium,22.99,15,66.7,12,4,3,0,0
OTT-004195,Female,68,Premium,22.99,32,79.0,27,4,5,0,0
OTT-004196,Female,32,Basic,9.99,54,22.7,6,2,2,0,0
OTT-004197,Female,49,Basic,9.99,46,81.2,5,1,4,0,0
OTT-004198,Female,42,Standard,15.49,15,24.4,3,3,2,0,0
OTT-004199,Male,36,Standard,15.49,42,64.4,6,1,2,0,0
OTT-004200,Female,35,Standard,15.49,43,60.0,38,2,3,0,0
OTT-004201,Male,28,Standard,15.49,2,106.2,16,5,4,1,0
OTT-004202,Male,46,Basic,9.99,23,39.4,4,4,2,0,0
OTT-004203,Male,57,Basic,9.99,39,54.4,4,1,4,1,0
OTT-004204,Female,44,Standard,15.49,2,56.2,19,4,2,2,1
OTT-004205,Male,44,Basic,9.99,43,41.2,5,4,3,2,0
OTT-004206,Male,50,Premium,22.99,32,80.2,11,2,4,1,0
OTT-004207,Female,18,Premium,22.99,2,44.6,3,1,3,1,0
OTT-004208,Male,66,Standard,15.49,32,40.6,0,5,3,0,0
OTT-004209,Male,69,Standard,15.49,8,38.7,4,5,2,0,0
OTT-004210,Female,22,Standard,15.49,25,49.2,12,2,1,0,0
OTT-004211,Male,64,Standard,15.49,16,1.0,15,4,2,0,1
OTT-004212,Male,35,Premium,22.99,52,59.8,7,3,5,1,0
OTT-004213,Female,20,Basic,9.99,32,27.9,39,5,1,0,1
OTT-004214,Male,46,Basic,9.99,37,60.1,24,2,3,0,0
OTT-004215,Male,44,Standard,15.49,34,37.6,18,3,2,1,0
OTT-004216,Female,33,Basic,9.99,38,34.6,3,3,1,0,0
OTT-004217,Female,54,Standard,15.49,55,53.0,13,4,3,1,0
OTT-004218,Female,32,Standard,15.49,19,46.6,28,5,2,2,0
OTT-004219,Female,41,Premium,22.99,6,34.5,33,5,3,1,1
OTT-004220,Female,29,Basic,9.99,17,41.5,1,3,5,0,0
OTT-004221,Female,18,Standard,15.49,33,59.6,11,3,4,0,0
OTT-004222,Female,44,Basic,9.99,59,78.1,34,3,3,1,0
OTT-004223,Male,19,Premium,22.99,2,29.7,3,1,5,0,0
OTT-004224,Male,18,Premium,22.99,49,26.5,2,4,2,2,0
OTT-004225,Male,48,Basic,9.99,54,71.6,7,1,2,1,0
OTT-004226,Male,33,Standard,15.49,7,2.7,14,4,5,1,1
OTT-004227,Male,68,Standard,15.49,45,58.2,2,5,1,0,0
OTT-004228,Male,40,Standard,15.49,36,13.8,5,4,3,0,0
OTT-004229,Male,69,Standard,15.49,59,53.7,0,2,4,0,0
OTT-004230,Male,68,Standard,15.49,48,58.1,2,3,1,0,0
OTT-004231,Female,24,Standard,15.49,25,17.5,8,5,5,1,1
OTT-004232,Male,19,Basic,9.99,5,1.0,2,2,1,0,0
OTT-004233,Male,63,Basic,9.99,57,86.9,3,2,1,0,0
OTT-004234,Female,60,Standard,15.49,45,35.3,27,1,3,2,1
OTT-004235,Female,31,Standard,15.49,40,43.1,3,2,5,0,0
OTT-004236,Male,42,Basic,9.99,8,68.4,39,3,1,0,0
OTT-004237,Female,48,Standard,15.49,48,43.1,7,3,1,0,0
OTT-004238,Female,59,Standard,15.49,37,22.8,20,2,3,0,0
OTT-004239,Male,19,Basic,9.99,39,55.5,35,3,1,0,0
OTT-004240,Male,64,Basic,9.99,44,35.2,35,4,2,2,0
OTT-004241,Male,50,Premium,22.99,43,47.8,6,3,4,1,0
OTT-004242,Male,64,Basic,9.99,39,58.4,0,1,4,0,0
OTT-004243,Female,23,Standard,15.49,6,7.8,44,4,4,0,1
OTT-004244,Female,38,Basic,9.99,20,26.8,0,2,1,0,0
OTT-004245,Female,49,Basic,9.99,52,16.6,14,2,3,0,0
OTT-004246,Male,52,Basic,9.99,31,74.4,4,1,2,2,0
OTT-004247,Female,41,Basic,9.99,37,27.4,4,1,3,4,0
OTT-004248,Female,68,Standard,15.49,58,62.2,16,3,4,1,0
OTT-004249,Female,50,Standard,15.49,18,18.4,21,5,4,0,0
OTT-004250,Male,32,Standard,15.49,9,32.0,7,4,1,1,0
OTT-004251,Female,33,Premium,22.99,42,33.2,36,3,2,1,1
OTT-004252,Male,29,Basic,9.99,58,43.2,2,2,4,2,0
OTT-004253,Female,56,Basic,9.99,59,41.2,20,1,2,0,0
OTT-004254,Female,62,Basic,9.99,49,35.9,41,4,3,0,0
OTT-004255,Male,31,Basic,9.99,40,1.7,5,1,2,1,0
OTT-004256,Female,66,Standard,15.49,47,36.0,12,5,4,1,0
OTT-004257,Female,34,Basic,9.99,55,38.9,47,4,2,2,1
OTT-004258,Female,34,Basic,9.99,14,1.0,9,4,5,0,1
OTT-004259,Male,36,Basic,9.99,7,53.2,5,4,3,2,0
OTT-004260,Female,49,Premium,22.99,3,63.8,1,2,2,0,0
OTT-004261,Female,30,Standard,15.49,15,84.0,10,3,5,0,0
OTT-004262,Male,31,Standard,15.49,19,60.2,9,3,1,0,0
OTT-004263,Male,32,Premium,22.99,38,49.8,29,1,1,1,0
OTT-004264,Female,47,Standard,15.49,10,55.4,24,5,1,2,0
OTT-004265,Male,28,Premium,22.99,59,28.8,13,4,4,2,0
OTT-004266,Female,21,Premium,22.99,30,47.7,12,4,3,0,0
OTT-004267,Male,35,Basic,9.99,38,46.5,29,2,5,1,0
OTT-004268,Female,53,Basic,9.99,7,1.0,10,4,3,0,0
OTT-004269,Male,51,Premium,22.99,16,21.6,2,5,3,0,1
OTT-004270,Male,19,Premium,22.99,59,68.1,0,3,2,2,0
OTT-004271,Female,19,Standard,15.49,18,78.6,0,5,2,0,0
OTT-004272,Male,46,Basic,9.99,41,28.9,3,4,3,1,0
OTT-004273,Female,63,Standard,15.49,2,1.0,2,1,5,2,1
OTT-004274,Male,34,Standard,15.49,45,20.3,3,5,3,2,0
OTT-004275,Female,67,Basic,9.99,27,8.6,11,2,4,1,0
OTT-004276,Female,49,Standard,15.49,36,40.5,0,3,4,0,0
OTT-004277,Male,64,Basic,9.99,29,49.5,11,4,4,0,0
OTT-004278,Female,31,Standard,15.49,29,44.9,5,1,4,0,0
OTT-004279,Female,55,Standard,15.49,16,57.6,39,5,3,1,0
OTT-004280,Male,61,Basic,9.99,59,50.1,24,1,5,1,0
OTT-004281,Female,43,Basic,9.99,36,71.8,0,1,4,0,0
OTT-004282,Female,21,Basic,9.99,44,60.8,12,3,1,2,0
OTT-004283,Male,55,Standard,15.49,38,67.7,3,4,5,0,0
OTT-004284,Female,33,Premium,22.99,39,67.8,3,1,1,1,0
OTT-004285,Female,65,Basic,9.99,7,49.7,6,4,3,1,0
OTT-004286,Male,51,Standard,15.49,46,53.3,25,2,2,0,0
OTT-004287,Male,26,Standard,15.49,28,25.3,10,1,2,0,0
OTT-004288,Male,39,Standard,15.49,50,1.0,0,2,1,0,1
OTT-004289,Male,42,Standard,15.49,10,64.7,21,2,4,0,0
OTT-004290,Female,67,Standard,15.49,18,104.2,37,5,5,0,0
OTT-004291,Male,43,Standard,15.49,28,37.3,8,4,5,1,0
OTT-004292,Female,61,Standard,15.49,46,39.6,8,2,1,1,0
OTT-004293,Male,53,Premium,22.99,5,32.8,7,3,3,1,1
OTT-004294,Male,60,Premium,22.99,41,42.3,5,1,1,0,0
OTT-004295,Female,61,Standard,15.49,55,19.7,8,1,3,0,0
OTT-004296,Female,22,Premium,22.99,53,57.7,8,5,2,0,0
OTT-004297,Female,63,Basic,9.99,24,24.7,8,5,1,0,0
OTT-004298,Female,55,Standard,15.49,19,55.7,8,3,2,1,0
OTT-004299,Male,47,Basic,9.99,42,51.0,1,2,5,2,0
OTT-004300,Male,58,Basic,9.99,31,48.1,8,2,2,0,0
OTT-004301,Male,51,Basic,9.99,58,17.0,16,2,4,1,0
OTT-004302,Female,48,Standard,15.49,3,55.9,3,3,1,0,0
OTT-004303,Female,33,Premium,22.99,46,68.8,3,3,1,0,0
OTT-004304,Male,44,Premium,22.99,59,3.5,3,2,4,2,1
OTT-004305,Female,46,Premium,22.99,38,71.3,13,3,3,0,0
OTT-004306,Female,23,Premium,22.99,50,62.4,18,4,1,2,0
OTT-004307,Male,54,Basic,9.99,12,43.3,6,4,1,0,1
OTT-004308,Male,52,Basic,9.99,30,51.5,8,1,4,0,0
OTT-004309,Female,26,Basic,9.99,31,34.4,2,5,5,1,0
OTT-004310,Male,59,Basic,9.99,9,13.9,21,1,5,0,0
OTT-004311,Male,39,Premium,22.99,58,65.5,2,4,2,0,0
OTT-004312,Male,38,Standard,15.49,4,43.1,3,4,4,0,0
OTT-004313,Female,38,Basic,9.99,56,10.1,17,2,5,1,0
OTT-004314,Female,45,Standard,15.49,58,38.7,3,4,2,2,0
OTT-004315,Female,69,Standard,15.49,22,67.9,13,4,3,2,0
OTT-004316,Female,60,Basic,9.99,44,62.0,5,5,1,0,0
OTT-004317,Male,40,Basic,9.99,27,54.1,5,5,3,1,0
OTT-004318,Female,39,Basic,9.99,26,76.2,28,3,4,1,0
OTT-004319,Male,48,Standard,15.49,16,73.0,6,3,2,1,0
OTT-004320,Female,61,Basic,9.99,1,45.9,25,1,5,0,0
OTT-004321,Female,36,Basic,9.99,59,76.0,16,1,5,2,0
OTT-004322,Female,28,Standard,15.49,37,43.2,1,2,5,0,0
OTT-004323,Female,21,Basic,9.99,54,41.5,8,5,2,0,0
OTT-004324,Male,64,Basic,9.99,54,97.9,7,5,5,2,0
OTT-004325,Female,38,Standard,15.49,38,24.7,22,1,5,1,1
OTT-004326,Male,23,Basic,9.99,27,27.9,9,2,5,0,0
OTT-004327,Male,64,Standard,15.49,30,84.9,0,3,4,1,0
OTT-004328,Male,53,Basic,9.99,58,43.1,46,3,5,0,0
OTT-004329,Male,31,Basic,9.99,51,11.6,12,5,2,1,0
OTT-004330,Male,42,Premium,22.99,59,48.4,0,3,5,1,0
OTT-004331,Female,57,Standard,15.49,18,23.0,22,4,4,0,0
OTT-004332,Female,21,Basic,9.99,47,75.6,19,4,2,0,0
OTT-004333,Male,39,Standard,15.49,44,34.5,42,1,3,0,0
OTT-004334,Male,64,Standard,15.49,26,29.1,2,1,1,0,0
OTT-004335,Female,46,Basic,9.99,7,20.0,13,3,5,0,1
OTT-004336,Male,47,Basic,9.99,32,26.5,6,1,5,0,0
OTT-004337,Male,24,Standard,15.49,42,81.9,7,3,3,0,0
OTT-004338,Female,32,Basic,9.99,11,32.8,5,5,5,2,0
OTT-004339,Male,23,Standard,15.49,37,28.3,0,2,2,1,0
OTT-004340,Female,50,Basic,9.99,41,30.7,7,3,4,2,0
OTT-004341,Male,28,Premium,22.99,58,79.4,4,4,1,1,0
OTT-004342,Female,51,Standard,15.49,52,33.5,9,3,4,0,0
OTT-004343,Male,55,Standard,15.49,55,89.8,20,5,5,1,0
OTT-004344,Male,29,Standard,15.49,47,29.3,8,3,3,1,0
OTT-004345,Male,44,Standard,15.49,20,20.1,2,1,2,0,0
OTT-004346,Female,30,Standard,15.49,32,28.5,11,1,3,0,0
OTT-004347,Male,39,Basic,9.99,30,59.6,7,1,4,2,0
OTT-004348,Male,35,Premium,22.99,24,18.8,8,5,3,0,0
OTT-004349,Male,26,Standard,15.49,57,5.6,2,2,5,0,0
OTT-004350,Female,69,Basic,9.99,6,68.1,12,3,2,0,0
OTT-004351,Male,36,Premium,22.99,20,26.5,46,1,1,0,0
OTT-004352,Female,48,Basic,9.99,32,14.0,14,5,2,0,0
OTT-004353,Female,42,Standard,15.49,11,46.1,5,5,2,1,0
OTT-004354,Female,61,Premium,22.99,43,71.5,13,1,3,1,0
OTT-004355,Female,54,Basic,9.99,29,73.6,3,3,2,1,0
OTT-004356,Female,26,Premium,22.99,29,47.7,4,4,5,0,0
OTT-004357,Female,29,Standard,15.49,17,62.0,27,2,2,1,0
OTT-004358,Male,41,Basic,9.99,46,54.4,71,2,4,0,1
OTT-004359,Female,31,Basic,9.99,41,94.9,0,3,4,0,0
OTT-004360,Male,59,Basic,9.99,28,63.5,11,5,3,1,0
OTT-004361,Female,46,Premium,22.99,30,17.7,11,5,4,1,0
OTT-004362,Male,48,Standard,15.49,14,43.2,3,2,3,0,0
OTT-004363,Female,18,Basic,9.99,27,60.1,3,1,5,0,0
OTT-004364,Female,51,Basic,9.99,35,60.0,1,4,3,0,0
OTT-004365,Male,42,Premium,22.99,49,48.9,18,1,1,1,0
OTT-004366,Male,48,Basic,9.99,53,103.8,15,5,5,1,0
OTT-004367,Male,25,Standard,15.49,48,90.8,11,3,4,0,0
OTT-004368,Male,24,Basic,9.99,20,69.0,22,1,1,0,0
OTT-004369,Male,47,Standard,15.49,9,80.0,2,2,2,0,0
OTT-004370,Female,47,Standard,15.49,24,35.3,0,2,4,1,0
OTT-004371,Male,43,Premium,22.99,6,16.2,34,3,5,0,0
OTT-004372,Female,62,Premium,22.99,58,43.4,11,3,5,1,0
