Age,Monthly Charge,Tenure Months,Avg Monthly Watch Hours,Days Since Last Login,Profile Count,Devices Registered,Support Tickets,Gender_Female,Gender_Male,Subscription Type_Basic,Subscription Type_Premium,Subscription Type_Standard,Churn
18.0,22.99,16.0,97.9,25.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
60.0,22.99,6.0,22.5,3.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1
33.0,15.49,53.0,53.4,5.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
37.0,15.49,5.0,16.7,6.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1
26.0,15.49,7.0,99.9,21.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
62.0,22.99,8.0,39.2,19.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1
68.0,9.99,24.0,37.7,11.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
66.0,9.99,24.0,22.0,13.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
38.0,22.99,6.0,44.4,9.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
48.0,9.99,55.0,44.5,12.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
46.0,9.99,7.0,20.0,13.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1
67.0,9.99,2.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1
48.0,15.49,27.0,15.1,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
59.0,9.99,45.0,62.2,3.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
20.0,9.99,5.0,15.0,9.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
24.0,15.49,22.0,54.0,33.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0
52.0,15.49,19.0,40.8,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
34.0,15.49,36.0,43.5,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
35.0,22.99,37.0,63.5,13.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0
64.0,15.49,52.0,62.3,12.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0
46.0,22.99,30.0,17.7,11.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0
44.0,15.49,20.0,20.1,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
24.0,15.49,47.0,15.4,13.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
31.0,9.99,31.0,1.0,23.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
64.0,9.99,36.0,17.9,4.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
24.0,22.99,6.0,43.1,4.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
62.0,15.49,28.0,46.5,5.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
53.0,9.99,53.0,60.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
64.0,15.49,9.0,82.7,15.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
55.0,9.99,53.0,67.4,6.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0
37.0,9.99,12.0,35.3,14.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
54.0,15.49,26.0,52.6,11.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
56.0,9.99,8.0,45.8,3.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
22.0,22.99,20.0,14.4,11.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0
66.0,15.49,53.0,41.6,17.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
67.0,9.99,13.0,88.5,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
35.0,15.49,47.0,19.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
45.0,9.99,12.0,55.5,1.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
23.0,15.49,44.0,44.2,7.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
20.0,15.49,3.0,37.4,17.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1
66.0,9.99,28.0,74.4,0.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
41.0,15.49,30.0,69.7,8.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
68.0,9.99,13.0,45.2,30.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
57.0,9.99,59.0,20.4,0.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
30.0,15.49,35.0,11.2,4.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
38.0,9.99,46.0,81.6,53.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
23.0,15.49,2.0,71.0,9.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0
65.0,22.99,7.0,52.5,36.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1
65.0,9.99,1.0,50.8,59.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
64.0,9.99,5.0,1.0,33.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1
60.0,22.99,45.0,46.6,0.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
47.0,15.49,5.0,5.8,10.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1
33.0,9.99,42.0,68.9,13.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
28.0,9.99,28.0,44.9,9.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
35.0,9.99,19.0,27.6,9.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
20.0,15.49,42.0,36.7,4.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
43.0,9.99,26.0,12.6,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1
25.0,9.99,11.0,52.7,8.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
25.0,9.99,47.0,45.3,0.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0
60.0,9.99,16.0,40.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
59.0,9.99,29.0,60.2,6.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
65.0,15.49,48.0,59.3,33.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
22.0,15.49,39.0,57.9,11.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0
51.0,9.99,36.0,47.6,15.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
63.0,15.49,44.0,1.0,17.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
65.0,9.99,24.0,56.6,6.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
31.0,22.99,20.0,41.4,9.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0
53.0,9.99,59.0,12.3,5.0,4.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,1
30.0,22.99,13.0,11.6,4.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
21.0,15.49,41.0,45.2,24.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
67.0,22.99,11.0,18.8,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0
63.0,9.99,13.0,1.0,9.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1
56.0,22.99,7.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0
40.0,9.99,26.0,80.1,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
42.0,15.49,18.0,54.5,11.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0
51.0,15.49,50.0,36.0,35.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1
27.0,15.49,16.0,36.9,33.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1
49.0,22.99,44.0,59.5,13.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0
63.0,9.99,51.0,50.5,1.0,5.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0
67.0,9.99,39.0,68.9,24.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
48.0,22.99,36.0,26.2,13.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
40.0,15.49,52.0,58.7,10.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.0,9.99,7.0,8.5,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1
56.0,15.49,44.0,92.4,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
65.0,22.99,48.0,57.3,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
64.0,9.99,37.0,15.0,18.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1
34.0,9.99,27.0,41.0,12.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
62.0,22.99,54.0,61.7,3.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
57.0,15.49,6.0,50.3,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
26.0,15.49,41.0,72.6,11.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
36.0,9.99,46.0,53.8,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0
59.0,22.99,41.0,1.0,12.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1
43.0,15.49,20.0,8.5,42.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1
63.0,22.99,50.0,31.4,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
21.0,9.99,39.0,36.1,7.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
69.0,9.99,43.0,31.3,20.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
27.0,9.99,33.0,59.6,2.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0
51.0,22.99,43.0,42.1,2.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
58.0,15.49,7.0,54.1,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
59.0,9.99,16.0,28.6,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
50.0,15.49,42.0,54.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
29.0,22.99,48.0,65.4,28.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0
20.0,9.99,8.0,66.2,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
38.0,9.99,17.0,14.0,13.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1
19.0,22.99,34.0,28.4,24.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
68.0,22.99,44.0,1.0,24.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
60.0,15.49,8.0,72.9,21.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
60.0,15.49,7.0,82.4,0.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0
38.0,9.99,52.0,19.6,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
41.0,15.49,52.0,63.3,34.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
32.0,22.99,38.0,49.8,29.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
21.0,9.99,32.0,1.0,9.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
29.0,22.99,13.0,76.8,1.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0
49.0,22.99,43.0,47.6,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
63.0,15.49,24.0,46.8,4.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0
44.0,22.99,19.0,61.2,9.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
36.0,15.49,25.0,64.3,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
62.0,22.99,9.0,38.1,13.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0
37.0,9.99,42.0,83.1,44.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
52.0,15.49,55.0,36.6,18.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
35.0,15.49,47.0,11.4,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0
67.0,15.49,59.0,44.0,8.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0
31.0,22.99,42.0,39.3,20.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
51.0,15.49,12.0,58.6,41.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1
68.0,9.99,30.0,35.4,9.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
30.0,15.49,12.0,62.5,13.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0
30.0,22.99,46.0,36.6,1.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
68.0,15.49,21.0,54.4,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
40.0,9.99,31.0,29.5,9.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0
27.0,15.49,29.0,85.8,26.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
45.0,9.99,24.0,47.9,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
39.0,15.49,51.0,55.5,11.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
39.0,9.99,26.0,76.2,28.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
25.0,9.99,11.0,67.6,13.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
42.0,22.99,13.0,12.0,9.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0
29.0,22.99,26.0,79.1,11.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
42.0,9.99,17.0,46.1,14.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
44.0,22.99,34.0,40.5,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0
64.0,15.49,20.0,63.3,14.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
64.0,9.99,42.0,10.9,17.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
47.0,15.49,27.0,71.7,13.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
48.0,9.99,32.0,14.0,14.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
45.0,9.99,52.0,38.9,30.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
50.0,15.49,45.0,57.0,16.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
54.0,22.99,49.0,80.6,6.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0
46.0,15.49,49.0,1.0,17.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1
64.0,22.99,28.0,67.7,4.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
58.0,9.99,36.0,18.3,12.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
27.0,15.49,11.0,81.7,9.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
50.0,9.99,7.0,13.0,3.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1
55.0,15.49,53.0,73.9,3.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
18.0,15.49,1.0,29.4,10.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
52.0,9.99,15.0,61.9,7.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
22.0,15.49,51.0,1.0,1.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0
40.0,15.49,26.0,63.9,8.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0
47.0,9.99,53.0,62.7,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
37.0,9.99,2.0,70.2,9.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
69.0,15.49,10.0,66.9,17.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0
59.0,9.99,39.0,40.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
60.0,22.99,6.0,24.7,10.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1
38.0,15.49,6.0,15.5,1.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
20.0,9.99,32.0,28.3,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
26.0,15.49,41.0,68.1,10.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0
40.0,15.49,3.0,85.9,14.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0
57.0,15.49,6.0,88.9,2.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0
61.0,22.99,2.0,32.2,9.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
25.0,9.99,47.0,4.1,7.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1
66.0,15.49,39.0,21.5,6.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
41.0,9.99,20.0,23.5,2.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
20.0,9.99,25.0,69.6,53.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
19.0,9.99,36.0,50.7,6.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0
18.0,9.99,57.0,26.2,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0
58.0,22.99,51.0,61.4,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0
18.0,22.99,31.0,19.8,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
64.0,15.49,30.0,61.0,18.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
23.0,15.49,49.0,31.9,33.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
49.0,15.49,51.0,28.4,3.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
26.0,15.49,32.0,42.7,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
27.0,9.99,16.0,35.0,5.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
20.0,15.49,33.0,33.3,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0
33.0,15.49,7.0,2.7,14.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1
64.0,15.49,3.0,1.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1
36.0,15.49,35.0,47.5,14.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0
56.0,15.49,4.0,21.7,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
49.0,9.99,31.0,36.3,4.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
32.0,15.49,15.0,34.2,10.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1
45.0,9.99,21.0,27.2,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
52.0,15.49,52.0,117.8,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0
42.0,15.49,51.0,20.9,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
66.0,9.99,50.0,62.5,16.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
30.0,15.49,38.0,60.9,10.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
46.0,9.99,36.0,42.3,11.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0
19.0,9.99,15.0,91.6,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
42.0,22.99,59.0,48.4,0.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0
30.0,9.99,52.0,20.1,14.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1
60.0,22.99,41.0,42.3,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
18.0,15.49,8.0,40.6,1.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
45.0,9.99,47.0,73.2,10.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0
27.0,22.99,31.0,63.5,42.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
40.0,22.99,4.0,24.3,3.0,5.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0
66.0,22.99,56.0,55.6,19.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
61.0,15.49,1.0,70.9,10.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
62.0,9.99,14.0,47.3,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
56.0,9.99,4.0,58.7,9.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
43.0,9.99,15.0,91.0,5.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
34.0,9.99,26.0,30.5,4.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
66.0,9.99,59.0,43.5,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
33.0,9.99,56.0,24.1,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
25.0,15.49,44.0,49.2,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
21.0,9.99,23.0,46.5,12.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
57.0,15.49,31.0,29.8,8.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
42.0,22.99,20.0,31.8,6.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
59.0,9.99,41.0,60.0,2.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
38.0,9.99,11.0,69.1,5.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
30.0,9.99,48.0,88.8,2.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
33.0,22.99,31.0,31.4,10.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
24.0,22.99,50.0,44.8,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0
19.0,15.49,15.0,76.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
58.0,22.99,25.0,25.9,30.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0
26.0,9.99,4.0,57.3,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
23.0,9.99,8.0,73.0,5.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
30.0,15.49,10.0,52.2,16.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
28.0,15.49,12.0,63.3,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
29.0,9.99,22.0,40.8,66.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1
33.0,9.99,7.0,28.7,23.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1
20.0,9.99,51.0,4.3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
36.0,15.49,25.0,15.6,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
52.0,9.99,2.0,25.6,4.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
37.0,15.49,7.0,65.5,7.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
28.0,9.99,31.0,34.5,22.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
52.0,15.49,39.0,54.4,17.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
27.0,9.99,9.0,11.9,18.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
65.0,15.49,49.0,27.7,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
50.0,15.49,31.0,34.2,6.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
58.0,22.99,31.0,55.9,21.0,5.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0
51.0,22.99,33.0,32.6,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
46.0,9.99,42.0,48.1,1.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0
26.0,15.49,35.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0
47.0,9.99,32.0,48.7,16.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
42.0,22.99,22.0,59.8,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
25.0,15.49,50.0,72.6,6.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.0,22.99,53.0,2.5,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
56.0,15.49,46.0,36.5,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
31.0,15.49,23.0,25.8,9.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
37.0,15.49,16.0,44.5,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
39.0,9.99,42.0,3.1,24.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1
35.0,9.99,28.0,49.9,1.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
54.0,22.99,31.0,52.6,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
49.0,15.49,6.0,75.5,6.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
66.0,15.49,32.0,83.6,20.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
35.0,15.49,30.0,74.6,6.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
68.0,9.99,10.0,58.7,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
61.0,9.99,11.0,15.2,29.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1
67.0,22.99,8.0,25.2,13.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
52.0,15.49,16.0,23.2,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0
68.0,22.99,8.0,44.1,5.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
52.0,22.99,25.0,23.7,10.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
